artist,album,track_name,track_id,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Linkin Park,A Thousand Suns,The Messenger,0pQZMrYNcfwZbt2Zt0pjaA,2010,56,0.527,0.209,7,-12.113,1,0.0283,0,0.116,0.362,62.663,181893,4
"Linkin Park, Rick Rubin",A LIGHT THAT NEVER COMES REMIX,A LIGHT THAT NEVER COMES - Rick Rubin Reboot,3eKRNxthDJc0r6sGdpS2Ts,2014,0,0.756,0.751,0,-5.636,1,0.0401,0.0495,0.0955,0.586,115.0,280027,4
Black Rebel Motorcycle Club,Beat The Devil's Tattoo,Beat The Devil's Tattoo,2Wr7zFf78V0EghGjGKhoP0,2010,0,0.517,0.908,4,-2.816,1,0.0376,0.0131,0.0902,0.692,96.531,226760,4
KONGOS,Lunatic,Come with Me Now,2kWowW0k4oFymhkr7LmvzO,2014,66,0.654,0.726,10,-3.803,0,0.0401,6.35e-05,0.0618,0.728,103.987,211960,4
Journey,The Essential Journey,Wheel in the Sky,6DXv7vJPrDRxo3Lnh4bacS,2001,46,0.483,0.764,2,-7.039,0,0.06,2.42e-06,0.126,0.399,105.694,252640,4
RyanDan,Ryan Dan,Tears Of An Angel,41UD6BFqLLz6wn25Kvumgr,2007,0,0.159,0.353,10,-8.221,0,0.0355,0.000103,0.135,0.0722,54.579,210040,3
Within Temptation,The Silent Force,The Swan Song,0hShpzIaJdb5nd1nNnBKmQ,2004,0,0.336,0.533,8,-6.654,0,0.0288,1.24e-05,0.0983,0.282,79.958,237573,4
The xx,Coexist,Angels,1zuKjpp4t7BS8JPKi6mkQr,2012,0,0.424,0.157,9,-18.141,1,0.0428,0.0593,0.101,0.342,91.537,171653,4
Sia,I Am Stressed,Breathe Me,6OXCYdFESmjn6LqzGj2WBz,2010,0,0.545,0.523,0,-11.66,1,0.0335,0.651,0.141,0.196,120.037,271453,4
The Cinematic Orchestra,The Crimson Wing: Mystery Of The Flamingos,Arrival of the Birds,1xRCmlU2GyzGem2vw4glxK,2008,51,0.39,0.123,3,-17.706,0,0.0394,0.918,0.0915,0.0579,129.947,158347,3
Mazzy Star,So Tonight That I Might See,Into Dust,7l5nkTZpoD93OkynN0gcon,1993,59,0.415,0.132,7,-18.839,1,0.0353,0.137,0.113,0.122,169.006,336760,4
Coldplay,Mylo Xyloto,Major Minus,6maXBs9zUY48m1UNHgTeRC,2011,48,0.445,0.669,4,-5.232,0,0.0325,0.796,0.606,0.398,115.416,210325,4
Mumford & Sons,Babel (Deluxe Version),Broken Crown,5U4pLWFBQ97wjYnvPq96R4,2012,0,0.414,0.633,2,-8.615,0,0.038,0.000666,0.147,0.263,127.586,256400,4
Bat For Lashes,Two Suns,Pearl's Dream,5KSYLBTunLdnGPSsKbguh1,2009,29,0.719,0.727,7,-8.284,1,0.0503,0.163,0.172,0.489,122.022,285320,4
London Grammar,If You Wait (Deluxe Version),Metal & Dust,0Zte5xktqSMBCRMe9k7Mf3,2013,0,0.629,0.645,11,-11.233,0,0.0506,0.0204,0.187,0.304,123.021,207013,4
Florence + The Machine,Rabbit Heart EP,Are You Hurting The One You Love?,18uvIQIdS1vwPV81kJMYci,2009,14,0.648,0.744,0,-6.913,1,0.0282,0.000314,0.115,0.269,122.928,178480,4
The Flaming Lips,The Soft Bulletin,Waitin' for a Superman,1SvXierArVs692aYpmWfF6,1999,0,0.454,0.772,0,-7.291,0,0.0384,0.0253,0.322,0.636,170.339,257400,4
Iron & Wine,Around The Well,Waitin' For A Superman,0LcybXutIvhS5t5cwT5eYT,2009,0,0.488,0.45,9,-9.366,1,0.0316,0.914,0.105,0.426,165.401,274267,4
Mumford & Sons,Sigh No More,White Blank Page,14rApQTKycs9gNg7hjm9m7,2009,0,0.324,0.398,6,-9.811,0,0.0352,3e-05,0.692,0.299,113.165,253107,4
The Secret Sisters,The Hunger Games: Songs From District 12 And Beyond,Tomorrow Will Be Kinder - from The Hunger Games Soundtrack,2AaxqIFm2JAVyodQyPYWpU,2012,22,0.339,0.0274,9,-18.138,1,0.0385,5.9e-06,0.11,0.144,82.939,205707,4
Wolf Gang,Suego Faults,Back to Back,5AUWrwBm4cUp71jJhXHctA,2011,28,0.663,0.731,6,-7.425,0,0.0556,0.0251,0.103,0.689,87.98,254280,4
Blue Foundation,Eyes on Fire,Eyes on Fire,4w3zR0z2oqv8ijhOkTnRvT,2007,46,0.544,0.383,3,-10.143,0,0.0334,0.00204,0.125,0.367,145.025,302827,4
Death Cab for Cutie,Plans,I Will Follow You into the Dark,3kZC0ZmFWrEHdUCmUqlvgZ,2005,65,0.517,0.206,5,-12.233,1,0.0421,0,0.118,0.489,80.401,189187,4
65daysofstatic,Radio Protector,Radio Protector,1QuJm7XRpFjEfOU6A01mw2,2008,41,0.296,0.85,7,-6.22,1,0.0501,0.737,0.0807,0.0796,175.25,328187,4
The New Pornographers,Challengers,Adventures In Solitude,6o4eY0k7iXvVJaebyMAoJA,2007,0,0.693,0.339,7,-8.584,1,0.0343,0.000765,0.09,0.367,115.901,256373,4
Lord Huron,Endless Love (Original Motion Picture Soundtrack),Ends of the Earth,0wCdVAzMXQRstCMaYcTRs5,2014,0,0.551,0.574,4,-8.676,1,0.03,0.0264,0.134,0.4,120.946,286547,4
Boy & Bear,He Will Have His Way - The Songs Of Tim & Neil Finn,Fall At Your Feet,4HopuG8wQBlvXQ6xwA79FG,2010,57,0.41,0.473,0,-6.595,0,0.0375,0.000105,0.0974,0.224,87.014,271387,4
RyanDan,Ryan Dan,Like The Sun,17uKuSLtqqWnmOk1UMbjBt,2007,0,0.211,0.494,3,-6.033,1,0.0316,0,0.12,0.169,139.74,267227,4
Led Zeppelin,Led Zeppelin II (1994 Remaster),Whole Lotta Love - 1990 Remaster,0hCB0YR03f6AmQaHbwWDe8,1969,76,0.412,0.902,9,-11.6,1,0.405,0.131,0.405,0.422,89.74,333893,4
The Neighbourhood,I Love You.,How,6mAuw7R6u4vlNneuBgnC8K,2013,57,0.382,0.749,7,-5.683,0,0.0379,0.687,0.0668,0.0572,151.883,314827,4
The Neighbourhood,I Love You.,Everybody's Watching Me (Uh Oh),0yyyapBjZ9Ek1vcpp3e9bj,2013,58,0.491,0.944,4,-2.879,0,0.0558,0.565,0.0963,0.493,150.105,238027,4
The Neighbourhood,I Love You.,Let It Go,6cWpj6c5pNZYEk5KYjNBji,2013,59,0.49,0.79,5,-4.833,0,0.0699,0.00118,0.219,0.285,149.903,197267,4
The Neighbourhood,I Love You.,Alleyways,4V37tyDu9CtqYshvrgLke4,2013,62,0.622,0.831,5,-4.819,0,0.0273,0.803,0.119,0.363,101.03,267853,4
The Neighbourhood,I Love You.,W.D.Y.W.F.M?,3vooOYHU0Fi3ViCG7Ozh0Y,2013,67,0.557,0.845,8,-2.926,0,0.0346,0.00851,0.354,0.508,123.997,259413,4
The Neighbourhood,I Love You.,Flawless,2Kt1XplPBQBsDKQDa6TssB,2013,69,0.568,0.871,0,-3.453,1,0.0308,0.51,0.303,0.374,119.99,246493,4
The Neighbourhood,I Love You.,Staying Up,1NA2NvAgCB4EfcBC8OHfuj,2013,55,0.394,0.855,2,-4.204,1,0.0554,0.0132,0.243,0.316,175.902,268173,4
The Neighbourhood,The Love Collection,West Coast,4TaY35s44Bf6OQnRK4R8Y5,2013,56,0.742,0.468,1,-6.356,1,0.108,0.00978,0.337,0.456,78.047,253520,4
The Neighbourhood,The Love Collection,No Grey,2NNzvsOFpztTUUzk6rcnPH,2013,55,0.83,0.828,9,-5.562,0,0.0494,0.00824,0.331,0.665,89.905,206960,4
The Neighbourhood,The Love Collection,$TING,48YPDmhRIQRiusm5uCz5gX,2013,58,0.566,0.777,9,-6.19,0,0.0505,0.758,0.0985,0.341,134.014,282547,4
The Neighbourhood,Spotify Sessions,Sweater Weather - Spotify Sessions Curated by Jim Eno,7sDzAu7alAL1hWvL86tSGB,2013,51,0.61,0.165,8,-14.659,1,0.0502,0.000544,0.134,0.258,102.68,191560,4
The Neighbourhood,Spotify Sessions,Afraid - Spotify Sessions Curated by Jim Eno,2LEFfsq272ijpJPZuKen8Z,2013,36,0.466,0.755,6,-7.472,0,0.0484,0.00344,0.171,0.391,83.98,250440,4
The Neighbourhood,I'm Sorry...,Leaving Tonight,6C0T7QMpmeDoDkke32Ctqb,2012,53,0.566,0.681,9,-5.443,0,0.0299,0,0.104,0.187,119.916,203880,4
The Neighbourhood,I'm Sorry...,Baby Came Home,3ypXE4brttsQR3OLLZbLZB,2012,52,0.639,0.571,0,-5.766,1,0.0284,0.00283,0.0963,0.273,113.037,226893,4
The Neighbourhood,I'm Sorry...,Wires,4ObATYHHvXXlJJQ4rPKU2s,2012,50,0.553,0.587,7,-5.924,0,0.0327,0.326,0.329,0.28,146.045,192600,4
Rock Mafia,The Big Bang,The Big Bang,3zbrrPKjo7GprwgGyXzEsO,2010,0,0.902,0.816,0,-3.077,0,0.0312,8.94e-06,0.18,0.894,96.01,160200,4
Hozier,Sedated,Sedated,0DiYloDeNBOjm82ampkIDD,2014,0,0.519,0.553,9,-6.284,0,0.0398,5.9e-06,0.106,0.302,171.962,208800,4
Led Zeppelin,Led Zeppelin,Good Times Bad Times - 1993 Remaster,0QwZfbw26QeUoIy82Z2jYp,1969,68,0.476,0.717,9,-9.192,1,0.0949,7.61e-05,0.0818,0.753,93.584,166267,4
Led Zeppelin,Led Zeppelin II (1994 Remaster),Ramble On - 1990 Remaster,3MODES4TNtygekLl146Dxd,1969,70,0.468,0.607,9,-11.367,1,0.0336,0.000852,0.225,0.886,98.429,263333,4
Led Zeppelin,Led Zeppelin IV,Black Dog - 1990 Remaster,0NSeXLBOh16zjbENkAu0P6,1971,0,0.432,0.848,4,-8.095,0,0.0878,0.0344,0.233,0.743,81.201,294000,4
Lou Reed,Transformer,Walk on the Wild Side,0EFEkt29P7Icr7dO4vN6yk,1972,0,0.564,0.262,0,-19.746,1,0.105,0.000204,0.0896,0.376,104.5,253960,4
The xx,Coexist,Sunset,7DImv0qWPEiAYUPJ0yKuDd,2012,0,0.835,0.182,2,-15.876,1,0.0762,0.456,0.113,0.369,119.98,218587,4
Fitz and The Tantrums,More Than Just a Dream (Deluxe Edition),The Walker,0Nk7bSn0MItonkR0GNs3mj,2013,58,0.77,0.801,9,-4.182,0,0.0336,0.00281,0.0515,0.725,130.76,233133,4
Grouplove,Let Me In,Let Me In - From The Fault in Our Stars Soundtrack,4WUduEPZZG6wiE9B5IklnY,2014,46,0.476,0.744,6,-6.602,1,0.0515,0.000173,0.0982,0.159,127.934,239658,4
Lykke Li,No One Ever Loved,"No One Ever Loved - From the Film ""The Fault in Our Stars""",5JXccBvtqvsyOeCRjOCJaF,2014,30,0.339,0.282,0,-6.801,1,0.0294,0.181,0.0886,0.0906,97.393,245813,3
Jake Bugg,Jake Bugg,Simple As This,59xYAblNy1Xr4U1IsJ3gZb,2012,56,0.612,0.578,8,-8.092,1,0.025,0,0.0983,0.696,96.985,199453,4
Tom Odell,Long Way Down,Long Way Down,23UCOmWmenFhxFQG71tTKL,2013,34,0.367,0.121,6,-13.778,1,0.0335,0.0322,0.0871,0.0926,132.244,149773,4
STRFKR,Miracle Mile,While I'm Alive,6wtcxwSJs82tpdeIoj93LF,2013,48,0.706,0.69,9,-5.538,0,0.0308,0.465,0.281,0.81,100.002,230053,4
My Chemical Romance,The Black Parade,Cancer,0GgN4MhR5GKn5IcKN0e0rG,2006,68,0.457,0.515,4,-4.31,1,0.0261,0,0.278,0.222,74.984,142973,4
OneRepublic,Native,What You Wanted,21fq2CKL93mfnYHItpitxg,2014,40,0.554,0.85,0,-7.428,1,0.0401,0.172,0.108,0.244,120.011,241107,4
Birdy,The Fault In Our Stars: Music From The Motion Picture,Tee Shirt - Soundtrack Version,1DvRLRpLo6U5RUseEv8tDQ,2014,41,0.684,0.341,9,-9.497,1,0.0272,2.69e-05,0.0883,0.557,75.948,159507,4
Troye Sivan,The Fault In Our Stars (MMXIV),The Fault In Our Stars (MMXIV),77qLIZDZx0DAjrbolGgTwk,2014,36,0.527,0.464,3,-9.117,1,0.0323,0.00188,0.131,0.35,74.965,193183,4
Nat & Alex Wolff,Last Station + Rules,Rules,5rOKRYR4MkmHmKlOqY5PbL,2014,23,0.604,0.467,3,-12.617,1,0.0271,0.325,0.0957,0.535,109.999,260413,4
Mighty Oaks,Howl,Brother,7qxBMsDj8h2A15E0EwWU4c,2014,53,0.509,0.809,2,-6.179,1,0.0373,0,0.0757,0.366,181.746,195320,4
Mighty Oaks,Howl,Seven Days,0agIIWOC35pvZ3GiaNSqVI,2014,38,0.367,0.577,10,-6.903,1,0.0343,0,0.0952,0.501,77.132,185640,4
Lana Del Rey,Ultraviolence (Deluxe),Ultraviolence,2Vogx6NbF6o4bfLhzKmo3O,2014,11,0.144,0.541,0,-7.076,1,0.038,1.01e-05,0.101,0.0899,79.262,251480,3
Coldplay,Magic,Magic,27jdUE1EYDSXZqhjuNxLem,2014,57,0.738,0.482,6,-8.917,0,0.0402,0.621,0.106,0.352,93.457,285014,4
Coldplay,A Sky Full of Stars,A Sky Full of Stars,6HFbq7cewJ7rPiffV0ciil,2014,58,0.545,0.675,6,-6.474,1,0.0279,0.00197,0.209,0.162,124.97,267867,4
"Faul & Wad, PNAU",Changes,Changes,13qqdlSeF8FcxsRyapDMZ0,2013,0,0.822,0.704,3,-8.242,0,0.0374,0.627,0.0633,0.255,125.999,345173,4
"Blue Swede, Björn Skifs",Hooked On A Feeling,Hooked On A Feeling,6Ac4NVYYl2U73QiTt11ZKd,1973,72,0.547,0.82,8,-6.728,1,0.0805,0,0.3,0.933,118.208,172867,4
Raspberries,Raspberries,Go All The Way,75GQIYnRaBg7ndHxhfYuQy,1972,61,0.305,0.849,9,-4.892,1,0.0999,0.000134,0.0995,0.555,134.287,205347,4
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (Remastered Version),Moonage Daydream - 2012 Remastered Version,3ziCNz5vq8pEeRZjPElfYR,1972,0,0.556,0.61,11,-11.227,0,0.035,0.000266,0.0474,0.736,144.092,280530,4
Elvin Bishop,Boogie Nights #2 (More Music From The Original Motion Picture),Fooled Around And Fell In Love,6BJTagJUFeUxHpVWxTmatw,1998,55,0.634,0.796,10,-6.374,1,0.031,0.0309,0.155,0.565,113.475,274333,3
10cc,20th Century Masters: The Millennium Collection: Best Of 10CC,I'm Not In Love,1A6Kwtsg3JWKU2KWM2udpM,2002,57,0.394,0.663,4,-11.117,1,0.0601,0.00156,0.212,0.21,133.464,368227,4
The Five Stairsteps,The First Family of Soul: The Best of The Five Stairsteps,O-o-h Child,74JdR9aXE6I74oS1BVRsvb,2001,61,0.488,0.754,5,-7.95,0,0.0381,2.42e-05,0.678,0.664,88.368,197160,4
Henry Jackman,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),Lemurian Star,3kOrJfOm3anNJospQ6l21S,2014,0,0.374,0.431,0,-20.57,0,0.059,0.772,0.16,0.0376,99.848,186267,4
Henry Jackman,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),End of the Line,1bSetTmZg5PbShxLkt3bAq,2014,0,0.132,0.0283,4,-23.07,0,0.0365,0.959,0.0943,0.0321,63.06,171587,4
Henry Jackman,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),Captain America,2ZQ4lypCihgYLjIdvLRqyW,2014,39,0.452,0.267,5,-20.359,0,0.0339,0.875,0.0761,0.13,152.567,581853,5
Mumford & Sons,Sigh No More,Awake My Soul,2htt7pvXRzUPr9eKYc17cP,2009,0,0.351,0.475,2,-10.19,1,0.0365,0.0408,0.102,0.222,123.839,252693,4
Damien Rice,O,Delicate,6MY1xABxoZATrEr4FeUhEM,2003,55,0.34,0.144,5,-14.502,1,0.0419,0.00112,0.101,0.147,81.179,312067,4
Moon Taxi,Cabaret,Mercury,56JwgF5LLyrIEyGIrzpSN2,2012,29,0.458,0.841,5,-5.486,1,0.0661,9.03e-05,0.406,0.181,80.958,225840,4
"Hans Zimmer, Geoff Zanelli, Blake Neely",The Pacific (Music From the HBO Miniseries),"Honor (Main Title Theme from ""The Pacific"")",4aW4Dpz3gpb619hBXDrFUa,2010,51,0.19,0.276,1,-14.83,1,0.0346,0.908,0.11,0.0575,68.619,176587,4
The Beatles Recovered Band,Beatles 20 No. 1 Hits!,Penny Lane,4HXGVD7RN4shxPouZCx96O,2011,10,0.72,0.495,11,-7.704,1,0.0334,0,0.174,0.649,114.944,175520,4
Abbey Road,Enjoy The Beatles!,Here Comes The Sun,4ytiGaEUfAPKSXDSlQ7E1j,1994,33,0.556,0.468,9,-15.661,1,0.0298,0.0219,0.0896,0.811,138.766,179813,4
Edward Sharpe & The Magnetic Zeros,Up From Below,I Come In Please,3AthKwPOU34RoTTB8viC3k,2009,0,0.468,0.529,0,-9.57,1,0.034,0.0672,0.103,0.224,112.274,306560,4
Disclosure,Settle (Deluxe Version),Help Me Lose My Mind,2LTIrVBonJJLQHAjw41b28,2013,0,0.777,0.71,5,-5.694,0,0.0539,0.0811,0.0577,0.306,109.029,244174,4
Niki & The Dove,Instinct (Deluxe Version),DJ Ease My Mind,0p7mOJ6YuytrLDJqS4q9R2,2012,27,0.585,0.749,6,-5.671,1,0.0969,2.89e-06,0.111,0.2,128.069,243373,4
Teddybears,Fresh,Cobrastyle,45sdD9GjryujVOcRJ4YQRQ,2004,57,0.623,0.95,7,-2.316,1,0.186,0,0.156,0.793,176.809,179853,4
London Grammar,If You Wait (Deluxe Version),Strong,7LA5YZPyUAxk8ZrmPas1yV,2013,0,0.581,0.402,10,-11.637,1,0.0329,2.48e-05,0.076,0.261,75.991,275440,4
Dead Man's Bones,Dead Man's Bones,Lose Your Soul,7s8eHJ7vbhc2d9q0UNhU3O,2009,0,0.568,0.786,8,-10.328,0,0.0558,0.671,0.128,0.541,124.882,275240,4
Grizzly Bear,Veckatimest,Two Weeks,0iTpQYzJnYgh7kIxyq8A2O,2009,70,0.537,0.712,5,-5.597,1,0.0286,0.00568,0.08,0.704,159.871,243160,4
Green Day,21st Century Breakdown,East Jesus Nowhere,0PVplC5P6JJXzEKfIoNTRo,2009,47,0.466,0.899,2,-4.143,1,0.0574,0.000443,0.439,0.422,143.947,274707,4
Susanne Sundfør,White Foxes,White Foxes,0sYu4IerfYBxpAoKUKzaKO,2012,23,0.497,0.38,1,-8.984,1,0.0264,0.000311,0.0726,0.0517,84.98,261000,4
Active Child,You Are All I See (Deluxe Version),Johnny Belinda,5wkioS4NvQsmVoQ3N8kCFm,2011,0,0.282,0.433,9,-11.074,0,0.0324,0.225,0.133,0.124,135.128,303653,4
Echoman,Zero Gravity,Zero Gravity,7A83egLbkKUEFTXKlVsJLp,2013,0,0.619,0.7,6,-6.21,1,0.0344,4.16e-06,0.377,0.545,107.952,190833,3
WIN WIN,WIN WIN,VICTIM,4axn2CQHOOH75mXhEHXmsX,2012,24,0.625,0.93,3,-7.877,1,0.18,0.653,0.341,0.352,132.904,231314,4
Black Daniel,Black DanieL EP 2,Gimme What You Got (Pull The Trigger),2DHFdW4pcbK2BGZ18bbTWt,2007,7,0.526,0.9,3,-4.019,1,0.0681,8.02e-06,0.126,0.324,126.97,197053,4
AHS Project,American Horror Story,"The Name Game (Vocal Version) [From ""American Horror Story""]",6Bk0t8T3kroO8vRVNfYcxL,2013,4,0.64,0.911,0,-4.121,1,0.0318,0,0.229,0.866,81.492,165995,4
Arctic Monkeys,AM,Knee Socks,11Z7DsmzTwKIEbSSnPwH1C,2013,0,0.665,0.542,11,-8.323,0,0.033,0.00291,0.342,0.587,97.975,257563,4
Bring Me The Horizon,There is a Hell Believe Me I've Seen It. There is a Heaven Let's Keep it a Secret,Blessed With A Curse,0gbYQlMzU41qBTUMH5tP8r,2010,41,0.324,0.689,7,-7.206,0,0.0943,0.00129,0.514,0.0807,130.034,308040,4
Dead Man's Bones,Dead Man's Bones,Dead Man's Bones,36EQAjVLwPGAaXjbIolKBs,2009,0,0.575,0.484,9,-10.647,0,0.0593,0.0001,0.12,0.262,114.503,180187,4
Keaton Henson,Birthdays [Deluxe Edition],Beekeeper,5daY8QEKZAZ5Sx4tbNc74d,2013,0,0.196,0.358,1,-10.687,0,0.0309,0.000678,0.0949,0.146,83.304,253880,4
Snow Patrol,A Hundred Million Suns,The Lightning Strike,5RM1b5ARD9VSYE0qnuEHmv,2008,39,0.251,0.642,2,-7.185,1,0.0403,0.0356,0.114,0.0697,132.022,978467,4
Bad Suns,Transpose EP,Salt,4thKYRD9Falnyhofpe11v8,2014,3,0.713,0.937,8,-3.624,1,0.0481,0.00132,0.158,0.903,119.999,226544,4
Twenty One Pilots,Twenty One Pilots,Addict With A Pen,4bk6v5SBxNoVsbOvdOvUAJ,2009,57,0.553,0.787,7,-7.827,1,0.0931,3.25e-05,0.102,0.298,139.841,286507,4
The Neighbourhood,The Amazing Spider-Man 2 (The Original Motion Picture Soundtrack),Honest,1xJ8RjDucztPOKB0ek95tf,2014,56,0.578,0.37,6,-13.379,0,0.0506,0.00937,0.131,0.0635,96.243,237560,4
The Script,Science & Faith,Exit Wounds,21GsEoN7kaSUrzXZnAeol9,2010,40,0.54,0.749,0,-4.558,1,0.0291,0,0.253,0.3,114.95,264960,4
Wolf Gang,Lions In Cages,Lions in Cages,2rEIiE97WKxAEkPiqoy9ON,2010,15,0.604,0.966,1,-3.769,1,0.0396,0.000613,0.0809,0.413,125.949,267574,4
Alex Turner,Submarine (original songs),Stuck on the puzzle,3MJqRK2KSpgbnoqpSSaHoL,2011,0,0.58,0.682,4,-8.523,1,0.0332,0.0316,0.161,0.774,77.53,211053,4
Keane,The Best Of Keane (Deluxe Edition),Is It Any Wonder?,64rOSkztPrTECtWTB0F2OD,2013,0,0.485,0.922,11,-4.918,0,0.0344,0.000539,0.315,0.814,129.347,185813,4
Jack's Mannequin,Everything In Transit (Non-PA Release),Rescued,38ytwbeoejOax4SiVseinO,2005,17,0.528,0.56,4,-7.457,1,0.023,0.000275,0.563,0.234,91.975,235640,4
Arctic Monkeys,Leave Before The Lights Come On,Leave Before The Lights Come On,6XhK6dMUBUHplp3n8WvgVf,2006,0,0.365,0.887,0,-4.579,1,0.0417,2.18e-05,0.0923,0.916,150.718,233947,4
Kodaline,In A Perfect World (Deluxe),Big Bad World,4u7ugVwIsu3gUvhkCnu39x,2013,0,0.528,0.841,11,-5.961,1,0.031,1.98e-05,0.383,0.349,115.007,261667,4
The 1975,The 1975,Is There Somebody Who Can Watch You,5K5ZGCme5SkNLsM5EaXgzc,2013,41,0.347,0.0311,11,-19.26,1,0.0513,0.00112,0.0661,0.124,140.127,174221,4
OneRepublic,Waking Up (International Version),Fear,28rHcBbF4h5x2J0jbYUpOY,2009,0,0.543,0.559,7,-11.544,1,0.0254,0.735,0.108,0.418,110.042,226840,4
U2,The Best of 1980-1990 & B-Sides,Sunday Bloody Sunday,5Uf6OfGfz436zAegn1kui6,1998,0,0.543,0.964,6,-5.687,1,0.0515,0.00205,0.047,0.777,100.456,279493,4
Moby,Play & Play: B Sides,Porcelain,2UKYMN7VnsQo40n0qCt6Sa,2008,48,0.297,0.637,0,-7.926,0,0.0336,0.18,0.247,0.332,94.73,241173,4
Civil Twilight,Civil Twilight,Letters From The Sky,7DQHFUDMBp8akLzq0hCgIE,2010,0,0.366,0.698,8,-5.928,1,0.0462,0.000623,0.102,0.113,150.02,275040,4
Thirty Seconds To Mars,LOVE LUST FAITH + DREAMS,Northern Lights,2IBzmSSwX9DtriSoyu7ZV7,2013,0,0.53,0.886,10,-4.759,0,0.04,3.04e-05,0.154,0.424,94.951,284173,4
My Chemical Romance,Number Three,The Light Behind Your Eyes,3HyDpKAuR3e4l6QB7hSB2l,2012,59,0.407,0.459,7,-4.837,1,0.0263,2.98e-05,0.111,0.113,75.016,312760,4
Keaton Henson,Dear,Party Song,3EsIga3nNpkB1JCyZyhblz,2010,29,0.434,0.302,4,-8.063,1,0.0324,0.00708,0.347,0.0428,75.563,262187,4
Keaton Henson,Birthdays [Deluxe Edition],Don't Swim,4eR3SStnQmTQ2IjhHeRMYI,2013,0,0.432,0.185,0,-8.307,1,0.0281,0.0161,0.111,0.0796,81.488,296507,4
Imagine Dragons,Night Visions,Bleeding Out,1oQjPp1I7cwVE24JivbhzT,2012,62,0.227,0.759,5,-4.136,0,0.0908,0,0.0986,0.331,169.444,223160,4
Imagine Dragons,Night Visions,Tiptoe,7lBPn6LpIvbvAihTRvBMig,2012,53,0.527,0.82,6,-5.855,1,0.0325,1.88e-05,0.076,0.25,120.041,194200,4
Imagine Dragons,Night Visions,Nothing Left To Say / Rocks - Medley,300tML2o8yHO4WrDtG2gxO,2012,48,0.267,0.79,0,-7.226,1,0.0472,4.59e-05,0.574,0.0623,108.033,537040,4
Daughter,The Wild Youth EP,Medicine,3PqNAJu3MohcUBxptteq5m,2012,0,0.243,0.318,3,-12.201,1,0.0295,0.244,0.595,0.191,103.172,258986,4
Fall Out Boy,Save Rock And Roll,The Phoenix,53AuxddsgPSlqM619nJhSd,2013,58,0.562,0.964,4,-2.991,0,0.072,1.57e-06,0.579,0.41,138.063,244960,4
Daughter,His Young Heart,Landfill,2EfZVAmlo67ydkGe1NwpDw,2011,0,0.625,0.482,11,-7.926,0,0.044,0,0.106,0.397,125.979,263810,4
Fall Out Boy,Save Rock And Roll,Young Volcanoes,3nSiB5WCF2pmRQrYSsteHv,2013,53,0.599,0.853,11,-3.878,0,0.0365,0.000504,0.37,0.676,94.997,204507,4
Woodkid,The Golden Age,Run Boy Run,0boS4e6uXwp3zAvz1mLxZS,2013,74,0.506,0.959,5,-5.264,0,0.102,0.000655,0.135,0.34,133.996,213267,4
Mikky Ekko,Reds,"Who Are You, Really?",2zXKqJFHefEgjlg3rYW7Rx,2010,0,0.643,0.726,10,-6.219,0,0.0476,4.52e-06,0.0766,0.725,143.97,147000,3
Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,San Francisco,2SOT09giYc28fUo9ppjCpw,2013,0,0.623,0.65,10,-7.953,1,0.0274,0.000913,0.146,0.879,116.74,227907,4
Foxygen,How Can You Really,How Can You Really,09troLDY24o6BTzEtLrVdt,2014,0,0.411,0.665,0,-6.426,1,0.0325,0.000167,0.579,0.752,119.949,213667,4
Django Django,Default,Default,45u89A07YEku6NRlwyvkLJ,2011,0,0.745,0.876,5,-5.655,0,0.0285,1.09e-06,0.147,0.931,115.978,187480,4
Born Ruffians,Needle - Single,Needle,0qPd8a9ARRPsSlXtvFPnWw,2013,0,0.542,0.665,9,-5.213,1,0.0692,0,0.0934,0.469,183.939,213871,4
Deerhunter,Halcyon Digest,Desire Lines,3jZ0GKAZiDMya0dZPrw8zq,2010,0,0.318,0.918,2,-6.288,1,0.0373,0.293,0.659,0.6,120.567,404413,4
Arcade Fire,Reflektor,Reflektor,3XQMlMd67u6bmMGdb2wZfM,2013,0,0.587,0.718,11,-8.314,0,0.0318,0.0152,0.351,0.645,111.57,453949,4
Arcade Fire,Funeral,Rebellion (Lies),697LWfA49GjDHL7utykini,2005,0,0.4,0.934,8,-5.696,1,0.0344,0.513,0.338,0.731,127.09,310893,4
Kanye West,My Beautiful Dark Twisted Fantasy,Runaway,0jOL63hLMeSCHTXPdFkniq,2010,0,0.383,0.579,1,-3.765,0,0.103,0.00184,0.517,0.103,86.522,547733,4
Elliphant,Look Like You Love It,Revolusion,7ppPVLsLNfHDneQnzZmUFJ,2014,35,0.579,0.886,9,-4.964,1,0.499,0.000715,0.334,0.32,159.95,197682,4
Marilyn Manson,Nightmare Revisited,This Is Halloween,6wYJJ8AEhgS2euFsuTvZ1g,2008,0,0.482,0.95,5,-6.403,0,0.183,0.00014,0.0917,0.262,168.172,202960,4
